trial_id,tf,entry,filt,spacing,kmax,tp,stop,conv,cum,ann,sharpe,mdd,calmar,req_cum,is_cum,is_sharpe,is_mdd,oos_cum,oos_sharpe,oos_mdd,n_trades,n_wins,n_B,n_A,n_Ap,heat_blocked,time_viol,win_rate
CT|e=E2|f=0|sp=1|k=3|tp=A1.0|sl=10|cv=gateAp|15m,15m,E2,0,1.0,3,A1.0,10.0,gateAp,-0.13279629831969297,-0.02497737480455242,-0.9931194803636743,-0.15515488130785637,-0.16098349335843729,-0.1981193516811579,-0.10291556979153083,-1.036444847925607,-0.12845911870782722,-0.033308713786526,-0.879240546258771,-0.044187140155868665,1044,948,0,0,1044,0,0,0.9080459770114943
CT|e=E2|f=0|sp=1|k=3|tp=A2.0|sl=-|cv=gateAp|15m,15m,E2,0,1.0,3,A2.0,,gateAp,0.23027986180790272,0.03747662727609802,0.42533346657067345,-0.25389564519447105,0.14760642013923808,0.2170484901896521,0.14431341281085164,0.372285465289912,-0.25389564519447105,0.0751249159842371,0.6277449228544671,-0.06166800941950712,375,374,0,0,375,0,0,0.9973333333333333
CT|e=E2|f=0|sp=1|k=3|tp=A2.0|sl=6|cv=gateAp|15m,15m,E2,0,1.0,3,A2.0,6.0,gateAp,-0.10850040628661706,-0.020182823637482472,-0.8273872201002749,-0.11883691349065506,-0.16983631638219535,-0.20879372309253974,-0.06871298003551896,-0.695055270420008,-0.08300993690216985,-0.04272305465249093,-1.203111564098207,-0.05621385771218523,1011,814,0,0,1011,0,0,0.8051434223541049
CT|e=E2|f=0|sp=1|k=3|tp=A2.0|sl=10|cv=gateAp|15m,15m,E2,0,1.0,3,A2.0,10.0,gateAp,-0.11407695217835001,-0.02127370851507515,-0.6070442817669638,-0.14271555715238537,-0.14906369662530922,-0.18656194526226977,-0.09764203586285725,-0.6852237190877828,-0.12623137427798348,-0.018213300008061428,-0.37758144993859477,-0.03829105557643264,961,838,0,0,961,0,0,0.8720083246618107
CT|e=E2|f=0|sp=1.5|k=1|tp=MID|sl=-|cv=gateAp|15m,15m,E2,0,1.5,1,MID,,gateAp,-0.05951831323007506,-0.010834619478585661,-0.9388839284454652,-0.0647595609041205,-0.16730532646178398,-0.2055089198118778,-0.050841420403331394,-1.0610428823830995,-0.060503980997697715,-0.009141668224112887,-0.5802720669063556,-0.014442449504898813,1032,680,0,0,1032,0,0,0.6589147286821705
CT|e=E2|f=0|sp=1.5|k=1|tp=MID|sl=6|cv=gateAp|15m,15m,E2,0,1.5,1,MID,6.0,gateAp,-0.056391481834774715,-0.010251577546460111,-1.0511495318935804,-0.06082058440049465,-0.16855440715523173,-0.2062720706204182,-0.04903629784318997,-1.2466289421237973,-0.05434269747016729,-0.007734452929068603,-0.5229260883351502,-0.012830409693403655,1065,691,0,0,1065,0,0,0.6488262910798122
CT|e=E2|f=0|sp=1.5|k=1|tp=MID|sl=10|cv=gateAp|15m,15m,E2,0,1.5,1,MID,10.0,gateAp,-0.0710273372401582,-0.012994467546307065,-1.109666116091324,-0.0761212131197262,-0.17070757301080972,-0.20845319333329515,-0.06258326687501492,-1.2916754680327551,-0.06915980754339945,-0.009007808445017584,-0.5661406227109239,-0.014309305833634878,1042,684,0,0,1042,0,0,0.6564299424184261
CT|e=E2|f=0|sp=1.5|k=1|tp=A0.5|sl=-|cv=gateAp|15m,15m,E2,0,1.5,1,A0.5,,gateAp,0.03290049827882102,0.005763317133345991,0.15851023787189142,-0.1309932941840326,0.043997039461036086,0.05299765907526455,0.014098389683536494,0.09862397425038745,-0.1309932941840326,0.018540714378960432,0.43300906420533014,-0.03160318994462741,506,468,0,0,506,0,0,0.924901185770751
CT|e=E2|f=0|sp=1.5|k=1|tp=A0.5|sl=6|cv=gateAp|15m,15m,E2,0,1.5,1,A0.5,6.0,gateAp,-0.08830899710014872,-0.016279346829336516,-1.8495867438707991,-0.09396607669512169,-0.17324706321575803,-0.21009260860484225,-0.06681613689471488,-1.9340612480286359,-0.07430120628776349,-0.023031752964430607,-1.636840680608031,-0.02441970628021406,1148,920,0,0,1148,0,0,0.8013937282229965
CT|e=E2|f=0|sp=1.5|k=1|tp=A0.5|sl=10|cv=gateAp|15m,15m,E2,0,1.5,1,A0.5,10.0,gateAp,-0.08087776636450195,-0.014860604217012852,-1.234097529611331,-0.08770163285336419,-0.16944501183757388,-0.2067270269966821,-0.06617931663323307,-1.3517921340001287,-0.07593834295093149,-0.015740120124856927,-0.9069505772833096,-0.017339563152286575,1119,940,0,0,1119,0,0,0.8400357462019661
CT|e=E2|f=0|sp=1.5|k=1|tp=A1.0|sl=-|cv=gateAp|15m,15m,E2,0,1.5,1,A1.0,,gateAp,0.046859913916661444,0.0081631091399188,0.1968865912066787,-0.12956298170868463,0.06300494965663195,0.07766184325522762,0.02258359390323017,0.13604547495929453,-0.12956298170868463,0.023740181397557958,0.4090623577876801,-0.034070917571834,370,366,0,0,370,0,0,0.9891891891891892
CT|e=E2|f=0|sp=1.5|k=1|tp=A1.0|sl=6|cv=gateAp|15m,15m,E2,0,1.5,1,A1.0,6.0,gateAp,-0.11130238232641287,-0.02073024294420711,-1.7940542883034372,-0.11572327405005756,-0.17913633289739092,-0.2167853614392644,-0.07620724353453256,-1.6783617234786656,-0.07908558867586701,-0.03799027276004885,-2.0886223779574067,-0.04183818600031797,1078,883,0,0,1078,0,0,0.8191094619666048
CT|e=E2|f=0|sp=1.5|k=1|tp=A1.0|sl=10|cv=gateAp|15m,15m,E2,0,1.5,1,A1.0,10.0,gateAp,-0.1031933447579636,-0.019149855018765205,-1.2213704991822179,-0.1110966593235636,-0.1723711148054613,-0.21010497475094625,-0.0764682781201591,-1.2245948667877047,-0.0820865562065749,-0.028937897859540485,-1.2164143678947152,-0.0356459589215784,1038,911,0,0,1038,0,0,0.8776493256262042
CT|e=E2|f=0|sp=1.5|k=1|tp=A2.0|sl=-|cv=gateAp|15m,15m,E2,0,1.5,1,A2.0,,gateAp,0.02683854559820409,0.0047128795675546176,0.11507146564057531,-0.12476915503735397,0.0377727938138529,0.03747411916383525,0.0668421452644834,0.3372446039827097,-0.12476915503735397,-0.03749720597733086,-0.39146141946967394,-0.08435627297470938,248,245,0,0,248,0,0,0.9879032258064516
CT|e=E2|f=0|sp=1.5|k=1|tp=A2.0|sl=6|cv=gateAp|15m,15m,E2,0,1.5,1,A2.0,6.0,gateAp,-0.1094469321446826,-0.02036758699163843,-1.3563518673065422,-0.1177776198264584,-0.17293257430103806,-0.2105127677966333,-0.07666402587840015,-1.2587717125374587,-0.08256411439165934,-0.03550485108897716,-1.652739694886931,-0.046420821030021875,1022,761,0,0,1022,0,0,0.7446183953033269
CT|e=E2|f=0|sp=1.5|k=1|tp=A2.0|sl=10|cv=gateAp|15m,15m,E2,0,1.5,1,A2.0,10.0,gateAp,-0.09554944585428915,-0.017670843869419417,-0.8839514994961244,-0.10560029137615079,-0.1673370749184341,-0.20572579621317555,-0.06822128861725552,-0.8499744835196573,-0.07428954564681722,-0.02932902083208133,-0.9805125421433739,-0.04201808412826369,963,795,0,0,963,0,0,0.8255451713395638
CT|e=E2|f=0|sp=1.5|k=2|tp=MID|sl=-|cv=gateAp|15m,15m,E2,0,1.5,2,MID,,gateAp,-0.06292180939461756,-0.011471064435744527,-0.8182306827615153,-0.07092064202740811,-0.16174507319478862,-0.2001385768359868,-0.0524981133147332,-0.908193534506838,-0.06317939858056565,-0.011001240447499394,-0.5609083627630019,-0.01863504244275138,1032,708,0,0,1032,0,0,0.686046511627907
CT|e=E2|f=0|sp=1.5|k=2|tp=MID|sl=6|cv=gateAp|15m,15m,E2,0,1.5,2,MID,6.0,gateAp,-0.06467544172170137,-0.01179973160808756,-1.0090767424114024,-0.0694858632853983,-0.1698148522617139,-0.20788765269196563,-0.056408465674321784,-1.2009210354445758,-0.06092755076771328,-0.008761180814627623,-0.492024251948094,-0.0142969890494693,1058,713,0,0,1058,0,0,0.6739130434782609
CT|e=E2|f=0|sp=1.5|k=2|tp=MID|sl=10|cv=gateAp|15m,15m,E2,0,1.5,2,MID,10.0,gateAp,-0.0778797856768142,-0.014290910780392907,-0.9747001005797102,-0.08464477371185841,-0.16883394158558432,-0.2069888693407258,-0.06589625244596653,-1.094585088004128,-0.07383873617667891,-0.012828910345588307,-0.6285514005261075,-0.019263430370737855,1039,708,0,0,1039,0,0,0.6814244465832531
CT|e=E2|f=0|sp=1.5|k=2|tp=A0.5|sl=-|cv=gateAp|15m,15m,E2,0,1.5,2,A0.5,,gateAp,0.05086008344094495,0.008845933470605027,0.17342673488842572,-0.19487340776953543,0.04539323026088074,0.05951881929042968,0.026339410688113407,0.12842608136940176,-0.19487340776953543,0.023891387680796905,0.41331667647852993,-0.04851383388606245,604,549,0,0,604,0,0,0.9089403973509934
CT|e=E2|f=0|sp=1.5|k=2|tp=A0.5|sl=6|cv=gateAp|15m,15m,E2,0,1.5,2,A0.5,6.0,gateAp,-0.0755554209549002,-0.013850269157686723,-1.3736059101536613,-0.08275357550073059,-0.1673676221707719,-0.204111695543174,-0.05954665670042614,-1.5327433366498975,-0.06722134310660677,-0.01702239071032141,-1.0010461213684234,-0.019745105052394907,1144,939,0,0,1144,0,0,0.8208041958041958
CT|e=E2|f=0|sp=1.5|k=2|tp=A0.5|sl=10|cv=gateAp|15m,15m,E2,0,1.5,2,A0.5,10.0,gateAp,-0.11818704822672554,-0.02208134717922594,-1.4458227848943337,-0.12494923312206785,-0.17672255065106163,-0.21459698337115363,-0.09762929452923452,-1.6319335293962536,-0.10696767868105816,-0.022781938257588563,-0.9596542582274076,-0.02437529200078037,1122,947,0,0,1122,0,0,0.8440285204991087
CT|e=E2|f=0|sp=1.5|k=2|tp=A1.0|sl=-|cv=gateAp|15m,15m,E2,0,1.5,2,A1.0,,gateAp,0.08594151601949562,0.014744456466180278,0.25895671196043707,-0.19385958008329196,0.07605740433279236,0.10318579741861433,0.05922533026331234,0.23876085687603898,-0.19385958008329196,0.02522238186046999,0.3553734223630882,-0.04561188023548379,491,482,0,0,491,0,0,0.9816700610997964
CT|e=E2|f=0|sp=1.5|k=2|tp=A1.0|sl=6|cv=gateAp|15m,15m,E2,0,1.5,2,A1.0,6.0,gateAp,-0.09663872712495525,-0.017880978288963734,-1.276742053789488,-0.10394913393551541,-0.17201661631982576,-0.20955620472931236,-0.07513365613910017,-1.3588460151792308,-0.08314488670864051,-0.023252085156523328,-1.0644147020453039,-0.029550810789358395,1071,917,0,0,1071,0,0,0.8562091503267973
CT|e=E2|f=0|sp=1.5|k=2|tp=A1.0|sl=10|cv=gateAp|15m,15m,E2,0,1.5,2,A1.0,10.0,gateAp,-0.10947316786196715,-0.020372710545428663,-1.0205523195558888,-0.12761088880668492,-0.1596471173889468,-0.19653599382043496,-0.09054946452028101,-1.1263988885665717,-0.10987334319666442,-0.020807842321741266,-0.7245168861370282,-0.02951943588538486,1040,936,0,0,1040,0,0,0.9
CT|e=E2|f=0|sp=1.5|k=2|tp=A2.0|sl=-|cv=gateAp|15m,15m,E2,0,1.5,2,A2.0,,gateAp,0.13593864946105705,0.022885697115798687,0.34601131354098336,-0.18871725907294645,0.12126976212044542,0.1690926230041041,0.1008896225761684,0.3503876493128286,-0.18871725907294645,0.03183700360701658,0.33889835982497307,-0.05943155566246494,340,338,0,0,340,0,0,0.9941176470588236
CT|e=E2|f=0|sp=1.5|k=2|tp=A2.0|sl=6|cv=gateAp|15m,15m,E2,0,1.5,2,A2.0,6.0,gateAp,-0.11006701450595502,-0.020488715638028787,-1.0401472711546769,-0.12117099741738624,-0.169089271151687,-0.20699568918798994,-0.07260149994177989,-0.9207943876161528,-0.07943555344061581,-0.04039850674960366,-1.365929100429655,-0.05283102192734623,1012,796,0,0,1012,0,0,0.7865612648221344
CT|e=E2|f=0|sp=1.5|k=2|tp=A2.0|sl=10|cv=gateAp|15m,15m,E2,0,1.5,2,A2.0,10.0,gateAp,-0.10705998574578202,-0.019901960604398305,-0.7032139718885358,-0.12686704817315908,-0.15687257558979692,-0.19495461948273574,-0.09901347499236968,-0.8708688323193401,-0.10853195062434962,-0.008930778130499362,-0.21489154012139347,-0.028434465792772423,952,818,0,0,952,0,0,0.8592436974789915
CT|e=E2|f=0|sp=1.5|k=3|tp=MID|sl=-|cv=gateAp|15m,15m,E2,0,1.5,3,MID,,gateAp,-0.06676753758499654,-0.012192497533670243,-0.7947388896426305,-0.07695763791743859,-0.1584312858815983,-0.19653862145048817,-0.0543117248313586,-0.8605239158009171,-0.06708011183727569,-0.013171161238535012,-0.6104782331351086,-0.021528867316768396,1032,712,0,0,1032,0,0,0.689922480620155
CT|e=E2|f=0|sp=1.5|k=3|tp=MID|sl=6|cv=gateAp|15m,15m,E2,0,1.5,3,MID,6.0,gateAp,-0.07605246030910262,-0.013944418774490042,-1.085410213651914,-0.08241890102485838,-0.16918957424928854,-0.2068831347804545,-0.067521858175972,-1.2988742406179756,-0.07387693078213153,-0.009148313242435813,-0.4855479078053204,-0.016412632646235603,1055,714,0,0,1055,0,0,0.6767772511848341
CT|e=E2|f=0|sp=1.5|k=3|tp=MID|sl=10|cv=gateAp|15m,15m,E2,0,1.5,3,MID,10.0,gateAp,-0.07977435534287314,-0.014650750250063127,-0.9292202403785473,-0.08986868349229193,-0.16302397766091373,-0.20073204097055664,-0.06503123342445816,-1.0125093163532746,-0.07507056786201816,-0.01576857157743672,-0.6973821683253039,-0.024153870167047065,1039,712,0,0,1039,0,0,0.685274302213667
CT|e=E2|f=0|sp=1.5|k=3|tp=A0.5|sl=-|cv=gateAp|15m,15m,E2,0,1.5,3,A0.5,,gateAp,0.05564011093424548,0.009659080724484737,0.15802490330042981,-0.25973895972556915,0.037187646915542334,0.052532773694860646,0.02786542717076923,0.11993344869035329,-0.25973895972556915,0.027021712209863935,0.5188756551298965,-0.029144862483427403,633,577,0,0,633,0,0,0.9115323854660348
CT|e=E2|f=0|sp=1.5|k=3|tp=A0.5|sl=6|cv=gateAp|15m,15m,E2,0,1.5,3,A0.5,6.0,gateAp,-0.0860788599728658,-0.015852581632633145,-1.3317361045337188,-0.09597507954062778,-0.16517393586449172,-0.20185896918073054,-0.06110702351005881,-1.3165940782308723,-0.06903009107245883,-0.02659710647337421,-1.367407771070399,-0.03226921017945916,1142,942,0,0,1142,0,0,0.8248686514886164
CT|e=E2|f=0|sp=1.5|k=3|tp=A0.5|sl=10|cv=gateAp|15m,15m,E2,0,1.5,3,A0.5,10.0,gateAp,-0.11731546259857795,-0.02190982131531949,-1.1631767886935485,-0.12945413311540532,-0.16924775430528277,-0.20688312926804653,-0.08325890388433399,-1.1375608139168714,-0.09786815710138907,-0.03714959311690602,-1.2256902738513948,-0.04419177140277497,1121,956,0,0,1121,0,0,0.8528099910793934
CT|e=E2|f=0|sp=1.5|k=3|tp=A1.0|sl=-|cv=gateAp|15m,15m,E2,0,1.5,3,A1.0,,gateAp,0.09872171760648096,0.016854375115885833,0.23411768563912116,-0.25920952875062275,0.0650222049981075,0.09233550908961363,0.07319649206624046,0.23093439635022442,-0.25920952875062275,0.023784298335800313,0.2683519445010922,-0.06417437908123769,493,484,0,0,493,0,0,0.9817444219066938
CT|e=E2|f=0|sp=1.5|k=3|tp=A1.0|sl=6|cv=gateAp|15m,15m,E2,0,1.5,3,A1.0,6.0,gateAp,-0.08643188511638145,-0.015920080397389236,-1.00330706529264,-0.09499885863196844,-0.1675818070516471,-0.20544122264774423,-0.07125112094472275,-1.131215271066935,-0.08087173537286352,-0.01634539164892468,-0.6663826886482459,-0.02488873707897621,1065,925,0,0,1065,0,0,0.8685446009389671
CT|e=E2|f=0|sp=1.5|k=3|tp=A1.0|sl=10|cv=gateAp|15m,15m,E2,0,1.5,3,A1.0,10.0,gateAp,-0.13816481807396774,-0.02605167651402074,-1.080055649095604,-0.15963443863973104,-0.1631958412984753,-0.20042306581200808,-0.10911809104232062,-1.1380636506231323,-0.1305187366025533,-0.032604463890878566,-0.9245531391691165,-0.043246717242192756,1031,940,0,0,1031,0,0,0.9117361784675073
CT|e=E2|f=0|sp=1.5|k=3|tp=A2.0|sl=-|cv=gateAp|15m,15m,E2,0,1.5,3,A2.0,,gateAp,0.1505910528619565,0.025215713569335607,0.301405357466639,-0.25512706802445817,0.09883590073209426,0.1421926299223364,0.13000303861396167,0.34391471604560564,-0.25512706802445817,0.018219432642632594,0.1754653751364617,-0.08603002873148713,351,349,0,0,351,0,0,0.9943019943019943
CT|e=E2|f=0|sp=1.5|k=3|tp=A2.0|sl=6|cv=gateAp|15m,15m,E2,0,1.5,3,A2.0,6.0,gateAp,-0.06169323681130234,-0.011241105600787726,-0.48719957767865285,-0.072950287797513,-0.15409268338994755,-0.19692980820740313,-0.04220457820186929,-0.4454055143547284,-0.05660014352058251,-0.020347412574644785,-0.6103472476261398,-0.03445082592026516,1003,813,0,0,1003,0,0,0.810568295114656
CT|e=E2|f=0|sp=1.5|k=3|tp=A2.0|sl=10|cv=gateAp|15m,15m,E2,0,1.5,3,A2.0,10.0,gateAp,-0.09155913426904616,-0.016902842109531968,-0.48925488105021786,-0.11783941698431188,-0.1434396277756726,-0.182371413888323,-0.06747146542049687,-0.46404279224897715,-0.09393793477718426,-0.025830489851349503,-0.5934356916066234,-0.04380782421797369,955,843,0,0,955,0,0,0.8827225130890053
CT|e=E2|f=0|sp=2|k=1|tp=MID|sl=-|cv=gateAp|15m,15m,E2,0,2.0,1,MID,,gateAp,-0.05324380611942703,-0.009666251651300528,-0.8799854768508686,-0.05860156085474688,-0.16494870631961223,-0.2033055837099711,-0.04219931313764769,-0.9242518534568965,-0.05154367964070106,-0.011531097370538812,-0.7618201337770155,-0.016050838886808028,1032,666,0,0,1032,0,0,0.6453488372093024
CT|e=E2|f=0|sp=2|k=1|tp=MID|sl=6|cv=gateAp|15m,15m,E2,0,2.0,1,MID,6.0,gateAp,-0.052478954345948625,-0.009524265423779599,-1.0309982360248158,-0.05668282836617544,-0.16802734969843264,-0.20578067352043916,-0.04253927877111985,-1.1442230356721317,-0.04719371983389442,-0.010381288082576878,-0.7316668079700658,-0.014644437168274682,1066,675,0,0,1066,0,0,0.6332082551594747
CT|e=E2|f=0|sp=2|k=1|tp=MID|sl=10|cv=gateAp|15m,15m,E2,0,2.0,1,MID,10.0,gateAp,-0.06344453812524409,-0.011568981713239168,-1.0593498324500437,-0.06838658911215112,-0.16917032803414903,-0.20693925229142318,-0.05229265620305712,-1.1636067728714012,-0.05826116403120374,-0.011767221173476505,-0.7646898823784557,-0.016285883021429415,1041,667,0,0,1041,0,0,0.6407300672430355
CT|e=E2|f=0|sp=2|k=1|tp=A0.5|sl=-|cv=gateAp|15m,15m,E2,0,2.0,1,A0.5,,gateAp,0.03281849782643409,0.005749141662724,0.15868155429652042,-0.13110362826720634,0.04385188830172188,0.05288095190738473,0.014316868743030176,0.10011429449162593,-0.13110362826720634,0.01824048248978838,0.4226783427965791,-0.03164081267514085,517,475,0,0,517,0,0,0.9187620889748549
CT|e=E2|f=0|sp=2|k=1|tp=A0.5|sl=6|cv=gateAp|15m,15m,E2,0,2.0,1,A0.5,6.0,gateAp,-0.08417516033874173,-0.015488961511188393,-1.8069620474172707,-0.09028057111786714,-0.17156472671142664,-0.2082510474403203,-0.06535996770306007,-1.8928765860473262,-0.07246166377816121,-0.020130950938878844,-1.5795817686981775,-0.02242975077838505,1149,917,0,0,1149,0,0,0.7980852915578764
CT|e=E2|f=0|sp=2|k=1|tp=A0.5|sl=10|cv=gateAp|15m,15m,E2,0,2.0,1,A0.5,10.0,gateAp,-0.08436664479147049,-0.015525508263366516,-1.3040362261390286,-0.09058608765846987,-0.17138954407547888,-0.20872231840677247,-0.06848097879561044,-1.4157590070091948,-0.07795934588634734,-0.017053506835877363,-0.9948913727470475,-0.018480272479160287,1116,929,0,0,1116,0,0,0.8324372759856631
CT|e=E2|f=0|sp=2|k=1|tp=A1.0|sl=-|cv=gateAp|15m,15m,E2,0,2.0,1,A1.0,,gateAp,0.053001688319489704,0.009210624749792728,0.22901772052171326,-0.12878708594756016,0.07151823245339313,0.09089412006599118,0.033418654757346955,0.19611178801669218,-0.12878708594756016,0.018949758137217998,0.35015481092797,-0.03458208686147446,405,401,0,0,405,0,0,0.9901234567901235
CT|e=E2|f=0|sp=2|k=1|tp=A1.0|sl=6|cv=gateAp|15m,15m,E2,0,2.0,1,A1.0,6.0,gateAp,-0.10160385174467967,-0.01884145393442549,-1.6756585433130162,-0.10681619400211317,-0.1763913619132764,-0.213802050881012,-0.06938828837153743,-1.5525431334117625,-0.07603410190968174,-0.03461762083003317,-2.002060592701018,-0.039686369530897436,1075,883,0,0,1075,0,0,0.8213953488372093
CT|e=E2|f=0|sp=2|k=1|tp=A1.0|sl=10|cv=gateAp|15m,15m,E2,0,2.0,1,A1.0,10.0,gateAp,-0.09462231084563832,-0.017492153174249903,-1.148079357757323,-0.10213825727545045,-0.1712595617044491,-0.2090214988723751,-0.07057572138178747,-1.1558893807419337,-0.07919690297630666,-0.02587256435736851,-1.1317301155234984,-0.03251378135856786,1031,906,0,0,1031,0,0,0.8787584869059166
CT|e=E2|f=0|sp=2|k=1|tp=A2.0|sl=-|cv=gateAp|15m,15m,E2,0,2.0,1,A2.0,,gateAp,0.06993619306052112,0.012073096223110147,0.26818784063806483,-0.12532303015094848,0.096335814802502,0.12413386211212396,0.06610032288238021,0.3344872848044414,-0.12532303015094848,0.0035980386609126835,0.07304374974275858,-0.0551093360124032,298,296,0,0,298,0,0,0.9932885906040269
CT|e=E2|f=0|sp=2|k=1|tp=A2.0|sl=6|cv=gateAp|15m,15m,E2,0,2.0,1,A2.0,6.0,gateAp,-0.09315996087224543,-0.017210613868712255,-1.1766008273012658,-0.10396407114939377,-0.1655438622058291,-0.2026326661665735,-0.05991430747575477,-1.0037771327864304,-0.06732722974147498,-0.03536449247219464,-1.6835917193736483,-0.04648876219552678,1020,768,0,0,1020,0,0,0.7529411764705882
CT|e=E2|f=0|sp=2|k=1|tp=A2.0|sl=10|cv=gateAp|15m,15m,E2,0,2.0,1,A2.0,10.0,gateAp,-0.07695389401846031,-0.014115275447257214,-0.7234196772213212,-0.08709698836606494,-0.16206387513574305,-0.20120264095353213,-0.05933419236877557,-0.7519831860121582,-0.06464147136018716,-0.018731096109525724,-0.6483495145071617,-0.03140258688778097,959,802,0,0,959,0,0,0.8362877997914494
CT|e=E2|f=0|sp=2|k=2|tp=MID|sl=-|cv=gateAp|15m,15m,E2,0,2.0,2,MID,,gateAp,-0.05837553863583145,-0.01062134838835993,-0.819480453180201,-0.06414145904024104,-0.16559255974667356,-0.20453201085976758,-0.04446164360356586,-0.8285727629266424,-0.05481856620690895,-0.01456131503159952,-0.8058109536754375,-0.018982461362305858,1032,675,0,0,1032,0,0,0.6540697674418605
CT|e=E2|f=0|sp=2|k=2|tp=MID|sl=6|cv=gateAp|15m,15m,E2,0,2.0,2,MID,6.0,gateAp,-0.06276814409322673,-0.011442288474687201,-1.0595987753152978,-0.06709374060422624,-0.1705418176366582,-0.20845031425350002,-0.05054200485267746,-1.1557239142616234,-0.05437826693934156,-0.012876966967508285,-0.799441308723977,-0.01730567008421957,1059,679,0,0,1059,0,0,0.6411709159584513
CT|e=E2|f=0|sp=2|k=2|tp=MID|sl=10|cv=gateAp|15m,15m,E2,0,2.0,2,MID,10.0,gateAp,-0.06718554883492844,-0.012271060924323507,-0.9508484263394005,-0.07289752223641366,-0.16833303173909367,-0.2065764774182155,-0.05184162406176929,-0.9836159756484316,-0.059490703864703565,-0.016182871092581208,-0.8660521495679963,-0.020596742352053554,1039,676,0,0,1039,0,0,0.6506256015399422
CT|e=E2|f=0|sp=2|k=2|tp=A0.5|sl=-|cv=gateAp|15m,15m,E2,0,2.0,2,A0.5,,gateAp,0.033915465260166755,0.005938698538722864,0.1250728345697421,-0.197265480992593,0.03010510763890745,0.038195594424479395,0.011773600399031192,0.0767862734768839,-0.197265480992593,0.02188420893014187,0.37904637523214146,-0.04847651500290595,550,494,0,0,550,0,0,0.8981818181818182
CT|e=E2|f=0|sp=2|k=2|tp=A0.5|sl=6|cv=gateAp|15m,15m,E2,0,2.0,2,A0.5,6.0,gateAp,-0.08343000085061891,-0.01534680004523803,-1.4073561405313726,-0.08930185139071734,-0.17185310053754702,-0.209027444803919,-0.06528239174426453,-1.4974344749419908,-0.07251030235516576,-0.01941507140345744,-1.169585493769366,-0.021579401285853006,1144,929,0,0,1144,0,0,0.8120629370629371
CT|e=E2|f=0|sp=2|k=2|tp=A0.5|sl=10|cv=gateAp|15m,15m,E2,0,2.0,2,A0.5,10.0,gateAp,-0.13218409338460324,-0.02485521337525165,-1.5351677347731112,-0.13944625256699617,-0.17824224687077986,-0.21629634390375185,-0.10752130101743562,-1.6406043069250427,-0.11656285545090306,-0.02763404033651795,-1.243088636396747,-0.0307049829122491,1116,936,0,0,1116,0,0,0.8387096774193549
CT|e=E2|f=0|sp=2|k=2|tp=A1.0|sl=-|cv=gateAp|15m,15m,E2,0,2.0,2,A1.0,,gateAp,0.06339550418481643,0.010971958269341053,0.19707010002999542,-0.19558644727310992,0.05609774308145289,0.07430342608337193,0.041476486566222714,0.17480219322897372,-0.19558644727310992,0.021046099361167414,0.3077402134852607,-0.0458974881230203,444,434,0,0,444,0,0,0.9774774774774775
CT|e=E2|f=0|sp=2|k=2|tp=A1.0|sl=6|cv=gateAp|15m,15m,E2,0,2.0,2,A1.0,6.0,gateAp,-0.10139602963567385,-0.0188011644693461,-1.3548120800776273,-0.10772853192329568,-0.17452353739242274,-0.21218384789464628,-0.079426484377769,-1.4195888453959102,-0.08528662775482287,-0.023865063338321724,-1.1823135714282849,-0.030206439407159502,1069,907,0,0,1069,0,0,0.8484565014031805
CT|e=E2|f=0|sp=2|k=2|tp=A1.0|sl=10|cv=gateAp|15m,15m,E2,0,2.0,2,A1.0,10.0,gateAp,-0.10519128852796511,-0.01953814402713605,-0.9753208973105997,-0.12541445829583853,-0.15578860916536255,-0.1923329856570063,-0.08682416335250831,-1.0523091397833542,-0.10584883798525646,-0.020113459465689876,-0.7568242268008177,-0.030238090051331934,1033,931,0,0,1033,0,0,0.9012584704743466
CT|e=E2|f=0|sp=2|k=2|tp=A2.0|sl=-|cv=gateAp|15m,15m,E2,0,2.0,2,A2.0,,gateAp,0.08996706476493155,0.01541123870789507,0.24768024714639192,-0.18946561863038336,0.08134055571295969,0.10931922418914097,0.10628329541453807,0.36981443632383176,-0.18946561863038336,-0.014748691151025839,-0.11655794989184877,-0.08499009698533355,340,338,0,0,340,0,0,0.9941176470588236
CT|e=E2|f=0|sp=2|k=2|tp=A2.0|sl=6|cv=gateAp|15m,15m,E2,0,2.0,2,A2.0,6.0,gateAp,-0.0933573152357875,-0.017248587762307643,-0.9357451739317353,-0.10088077839893239,-0.17097992339133442,-0.209522088201186,-0.055656656224359446,-0.7323846595855527,-0.0644981300534132,-0.03992261846278766,-1.5477874091155224,-0.049729453085142206,1010,796,0,0,1010,0,0,0.7881188118811882
CT|e=E2|f=0|sp=2|k=2|tp=A2.0|sl=10|cv=gateAp|15m,15m,E2,0,2.0,2,A2.0,10.0,gateAp,-0.09672456223059323,-0.017897545687699745,-0.6722480286439068,-0.1175230603968892,-0.1522896495994712,-0.19010674839112407,-0.07138551730342735,-0.6377473140046167,-0.09208605201779274,-0.02728693704365448,-0.8190717595501521,-0.042081077770978026,952,822,0,0,952,0,0,0.8634453781512605
