rule_id,family,params,exit_code,direction,tf,sharpe_ann,sharpe_daily,n_trades,cum_return,mdd,cost_usd,funding_usd,halt_days,is_sharpe_ann,oos_sharpe_ann
"R-C|n=2,t=10,filt=0|X4|S|1h",R-C,"n=2,t=10,filt=0",X4,S,1h,-2.161548262917952,-0.11314060706445772,12738,-0.9483218937554844,0.953735445574178,13567.883369713969,61.01085124639722,27,-1.6827751908729158,-3.134242763326801
"R-C|n=2,t=10,filt=0|X4|LS|1h",R-C,"n=2,t=10,filt=0",X4,LS,1h,-3.1412009032251347,-0.16441796984100224,25106,-0.9975342610475855,0.9975756830260852,10003.83570948847,-29.8605751680667,69,-2.750631149359334,-3.924129306477002
"R-C|n=2,t=10,filt=1|X1|L|1h",R-C,"n=2,t=10,filt=1",X1,L,1h,-1.3515562683808982,-0.07074368835973213,5024,-0.5947062456061899,0.6059505242877694,8588.429908971495,-203.66545310633998,5,-0.9840531988443224,-2.2171621318523433
"R-C|n=2,t=10,filt=1|X1|S|1h",R-C,"n=2,t=10,filt=1",X1,S,1h,-1.467707402291003,-0.07682331657218497,5418,-0.6743042821038709,0.6942407128856567,9266.908667863008,4.484554860683237,8,-1.0736987717066258,-2.2182342991095614
"R-C|n=2,t=10,filt=1|X1|LS|1h",R-C,"n=2,t=10,filt=1",X1,LS,1h,-2.016644848816541,-0.10555601572389024,10436,-0.8691146411549937,0.8720376404887201,11953.122934870937,-137.92302838526916,12,-1.4759566673805455,-3.148921000830871
"R-C|n=2,t=10,filt=1|X2|L|1h",R-C,"n=2,t=10,filt=1",X2,L,1h,-1.6975669842454826,-0.088854716975341,5144,-0.6520471904029952,0.6560082910835392,8079.794704428908,-162.21486100833928,4,-1.309296614020915,-2.555017543315898
"R-C|n=2,t=10,filt=1|X2|S|1h",R-C,"n=2,t=10,filt=1",X2,S,1h,-1.31161632427132,-0.0686531361383452,5566,-0.6046946426915077,0.6359186507940267,10726.118149311631,0.6441373015701206,6,-0.6959012028782982,-2.4372122984597637
"R-C|n=2,t=10,filt=1|X2|LS|1h",R-C,"n=2,t=10,filt=1",X2,LS,1h,-2.12036515288318,-0.11098498456457122,10706,-0.862846442132851,0.8636542676713614,12719.848805065674,-129.44772559603442,11,-1.4109265697554938,-3.540661081806807
"R-C|n=2,t=10,filt=1|X3|L|1h",R-C,"n=2,t=10,filt=1",X3,L,1h,-0.6077631909505753,-0.03181177934132952,3658,-0.545727312085668,0.5638144333316697,6020.50189021786,-558.8387007457127,20,-0.30158179714168315,-1.3406725662910117
"R-C|n=2,t=10,filt=1|X3|S|1h",R-C,"n=2,t=10,filt=1",X3,S,1h,-0.4140773209776073,-0.02167379756017462,3944,-0.5583887305891353,0.7031903056386126,7323.467671343709,115.46923736291983,36,-0.4916011888062585,-0.23135099692645233
"R-C|n=2,t=10,filt=1|X3|LS|1h",R-C,"n=2,t=10,filt=1",X3,LS,1h,-0.7618978305946162,-0.039879555110280816,7182,-0.8000685177101662,0.8409865436492361,8733.227962207111,-286.99701180392555,52,-0.6281759551260296,-1.1059829625888276
"R-C|n=2,t=10,filt=1|X4|L|1h",R-C,"n=2,t=10,filt=1",X4,L,1h,-1.3515562683808982,-0.07074368835973213,5024,-0.5947062456061899,0.6059505242877694,8588.429908971495,-203.66545310633998,5,-0.9840531988443224,-2.2171621318523433
"R-C|n=2,t=10,filt=1|X4|S|1h",R-C,"n=2,t=10,filt=1",X4,S,1h,-1.467707402291003,-0.07682331657218497,5418,-0.6743042821038709,0.6942407128856567,9266.908667863008,4.484554860683237,8,-1.0736987717066258,-2.2182342991095614
"R-C|n=2,t=10,filt=1|X4|LS|1h",R-C,"n=2,t=10,filt=1",X4,LS,1h,-2.016644848816541,-0.10555601572389024,10436,-0.8691146411549937,0.8720376404887201,11953.122934870937,-137.92302838526916,12,-1.4759566673805455,-3.148921000830871
"R-C|n=2,t=20,filt=0|X1|L|1h",R-C,"n=2,t=20,filt=0",X1,L,1h,-3.0274055033508276,-0.15846164638350907,20926,-0.9953605940855186,0.9955857544640329,6769.667414570221,-97.35511656947592,76,-2.801692132593311,-3.457308905970927
"R-C|n=2,t=20,filt=0|X1|S|1h",R-C,"n=2,t=20,filt=0",X1,S,1h,-3.067789503014708,-0.16057544153490408,21052,-0.9954367373896317,0.9955050999573982,13560.735445317463,-18.484323550018004,52,-2.7458738718716833,-3.7444717351809107
"R-C|n=2,t=20,filt=0|X1|LS|1h",R-C,"n=2,t=20,filt=0",X1,LS,1h,-4.520563504303011,-0.23661710817404444,38598,-0.9999534746830052,0.9999535181992065,7936.198640616293,-18.97274723184975,109,-4.154462753088578,-5.26607442701194
"R-C|n=2,t=20,filt=0|X2|L|1h",R-C,"n=2,t=20,filt=0",X2,L,1h,-3.744786878052106,-0.19601110369743938,22392,-0.9979144839926506,0.9979499337590731,5982.861072134635,-72.30904605048529,70,-3.4898638269387106,-4.228640370357333
"R-C|n=2,t=20,filt=0|X2|S|1h",R-C,"n=2,t=20,filt=0",X2,S,1h,-3.6277238006558776,-0.18988374218131782,22474,-0.9968709727034619,0.996880247611561,13000.427978722679,-18.758172275130164,44,-3.3635344885907035,-4.163211394134854
"R-C|n=2,t=20,filt=0|X2|LS|1h",R-C,"n=2,t=20,filt=0",X2,LS,1h,-5.590868938565948,-0.2926394550511973,42066,-0.9999889297217344,0.9999889297217344,6993.044046749336,-8.559479771251087,102,-5.256374656281315,-6.243655255010496
"R-C|n=2,t=20,filt=0|X3|L|1h",R-C,"n=2,t=20,filt=0",X3,L,1h,-1.4982110824452253,-0.07841995216416099,15008,-0.965481285146153,0.9691996170678265,8429.660652249422,-283.49519005403795,102,-1.0644077961211413,-2.404128729617844
"R-C|n=2,t=20,filt=0|X3|S|1h",R-C,"n=2,t=20,filt=0",X3,S,1h,-1.7389413688752617,-0.09102035124510853,15020,-0.9821822190447214,0.984964635631157,13195.093461183998,60.81332465502676,85,-1.4712914981203329,-2.3429578951791776
"R-C|n=2,t=20,filt=0|X3|LS|1h",R-C,"n=2,t=20,filt=0",X3,LS,1h,-2.491343190633221,-0.13040286253596592,23510,-0.9979511950914934,0.9980034590593069,9336.011392588664,-44.54901630333177,113,-2.0475928404973622,-3.420132399820421
"R-C|n=2,t=20,filt=0|X4|L|1h",R-C,"n=2,t=20,filt=0",X4,L,1h,-3.0274055033508276,-0.15846164638350907,20926,-0.9953605940855186,0.9955857544640329,6769.667414570221,-97.35511656947592,76,-2.801692132593311,-3.457308905970927
"R-C|n=2,t=20,filt=0|X4|S|1h",R-C,"n=2,t=20,filt=0",X4,S,1h,-3.0684797145349325,-0.16061156885703737,21056,-0.9953811589272867,0.9954503541200243,13562.981494445366,-18.473191810860243,52,-2.7458738718716833,-3.7531726886796104
"R-C|n=2,t=20,filt=0|X4|LS|1h",R-C,"n=2,t=20,filt=0",X4,LS,1h,-4.5219675282590535,-0.2366905981466927,38602,-0.9999529080258129,0.9999529520720217,7936.291241810713,-18.972838638763168,109,-4.154462753088578,-5.27450668761908
"R-C|n=2,t=20,filt=1|X1|L|1h",R-C,"n=2,t=20,filt=1",X1,L,1h,-1.8421977091937192,-0.09642503511328823,9416,-0.8057262188732007,0.8121755570796536,12619.013761242286,-283.8155922991606,6,-1.463337447786092,-2.643847216273756
"R-C|n=2,t=20,filt=1|X1|S|1h",R-C,"n=2,t=20,filt=1",X1,S,1h,-2.3306918501008567,-0.1219939870528833,9918,-0.925576282000028,0.925576282000028,9944.793181970634,-21.45736454516406,22,-2.053888395417894,-2.890230932126676
"R-C|n=2,t=20,filt=1|X1|LS|1h",R-C,"n=2,t=20,filt=1",X1,LS,1h,-3.0378138008016498,-0.15900644157142857,19264,-0.985854688209002,0.9862828178331732,11673.05259943509,-126.8959847022127,30,-2.610257623926916,-3.9324881440976815
"R-C|n=2,t=20,filt=1|X2|L|1h",R-C,"n=2,t=20,filt=1",X2,L,1h,-2.3368325594237986,-0.12231540646901333,10008,-0.8540760460630786,0.8558242300674018,11716.996549410509,-214.52804717412724,7,-1.9013109874249015,-3.214725611023125
"R-C|n=2,t=20,filt=1|X2|S|1h",R-C,"n=2,t=20,filt=1",X2,S,1h,-2.6684141539813773,-0.1396711803572179,10518,-0.9310054195895859,0.9310054195895859,9831.052705462058,-17.466057105025687,16,-2.461835765747067,-3.05000074068549
"R-C|n=2,t=20,filt=1|X2|LS|1h",R-C,"n=2,t=20,filt=1",X2,LS,1h,-3.6197735111015814,-0.18946760500689402,20470,-0.9903107057276068,0.990402799952294,10498.371454069147,-89.04049796220355,26,-3.1823300475741325,-4.465419542628389
"R-C|n=2,t=20,filt=1|X3|L|1h",R-C,"n=2,t=20,filt=1",X3,L,1h,-0.7940533081237935,-0.04156264972838916,7296,-0.6147752925547085,0.6490091251355112,13509.525503502746,-621.4313014991112,13,-0.0737207340983709,-2.4365833486856943
"R-C|n=2,t=20,filt=1|X3|S|1h",R-C,"n=2,t=20,filt=1",X3,S,1h,-1.1716659647442744,-0.061327799523189515,7700,-0.8563122708333837,0.85998118381155,9333.221056923105,14.15230913993791,39,-0.9722512686845372,-1.6529741893020287
"R-C|n=2,t=20,filt=1|X3|LS|1h",R-C,"n=2,t=20,filt=1",X3,LS,1h,-1.416807863831284,-0.0741591129643232,14398,-0.9390295499204481,0.942278767074559,11678.649414864418,-216.07952719475387,50,-0.9732568716839447,-2.477898498568613
"R-C|n=2,t=20,filt=1|X4|L|1h",R-C,"n=2,t=20,filt=1",X4,L,1h,-1.8421977091937192,-0.09642503511328823,9416,-0.8057262188732007,0.8121755570796536,12619.013761242286,-283.8155922991606,6,-1.463337447786092,-2.643847216273756
"R-C|n=2,t=20,filt=1|X4|S|1h",R-C,"n=2,t=20,filt=1",X4,S,1h,-2.329544867774627,-0.1219339512540496,9918,-0.9252056561382151,0.9252056561382151,9948.452688256742,-21.488450829353383,22,-2.053888395417894,-2.889567019038502
"R-C|n=2,t=20,filt=1|X4|LS|1h",R-C,"n=2,t=20,filt=1",X4,LS,1h,-3.0368098981263087,-0.158953894903806,19264,-0.9857845637435017,0.9862148157925089,11674.883787386281,-126.91667223576783,30,-2.610257623926916,-3.932161146759451
"R-C|n=2,t=30,filt=0|X1|L|1h",R-C,"n=2,t=30,filt=0",X1,L,1h,-3.666317154450055,-0.1919038106442038,27168,-0.9992296530899578,0.9992719708024941,6366.466924070982,-102.72731772584534,101,-3.4297912046841175,-4.150546250093582
"R-C|n=2,t=30,filt=0|X1|S|1h",R-C,"n=2,t=30,filt=0",X1,S,1h,-3.6958374592251673,-0.1934489740163486,27768,-0.9992986495821586,0.9993219991626536,13096.807224306953,24.560759806928445,71,-3.5274222404665965,-4.063162435223263
"R-C|n=2,t=30,filt=0|X1|LS|1h",R-C,"n=2,t=30,filt=0",X1,LS,1h,-5.487837097721935,-0.28724652202257095,45782,-0.9999964922767414,0.9999965189472185,7626.982443379192,-17.943603127274258,134,-5.0852634392019995,-6.346754708025335
"R-C|n=2,t=30,filt=0|X2|L|1h",R-C,"n=2,t=30,filt=0",X2,L,1h,-4.474946967544565,-0.2342294295135358,29894,-0.9997207326944639,0.9997291244924781,5798.314117957246,-80.13421090116029,95,-4.154567298988957,-5.118018079585407
"R-C|n=2,t=30,filt=0|X2|S|1h",R-C,"n=2,t=30,filt=0",X2,S,1h,-4.44868072226749,-0.23285459140007148,30572,-0.9996433737712389,0.9996489450891101,13337.666785361598,26.760909242083354,62,-4.30309901729067,-4.747268272378589
"R-C|n=2,t=30,filt=0|X2|LS|1h",R-C,"n=2,t=30,filt=0",X2,LS,1h,-6.7717585941664575,-0.35445004461925983,51910,-0.999999469175947,0.999999469175947,6895.080118336081,-7.668958657005441,127,-6.404403954230325,-7.515582268471634
"R-C|n=2,t=30,filt=0|X3|L|1h",R-C,"n=2,t=30,filt=0",X3,L,1h,-2.3746639796997875,-0.12429559350881504,22748,-0.994777456131096,0.9951345820973688,7516.341449404407,-172.11468299450274,109,-2.041471337897511,-3.1112732862118446
"R-C|n=2,t=30,filt=0|X3|S|1h",R-C,"n=2,t=30,filt=0",X3,S,1h,-2.7069175122787166,-0.1416865382405069,22838,-0.9973411152420175,0.9974613292661098,12390.977320776301,50.33391534138439,90,-2.6797897011780543,-2.779542065779713
"R-C|n=2,t=30,filt=0|X3|LS|1h",R-C,"n=2,t=30,filt=0",X3,LS,1h,-3.88769389747064,-0.20349119896441187,35178,-0.9999134481309387,0.9999162983178611,7781.97693778619,-25.275255329402373,129,-3.547492401639364,-4.634577173038929
"R-C|n=2,t=30,filt=0|X4|L|1h",R-C,"n=2,t=30,filt=0",X4,L,1h,-3.666317154450055,-0.1919038106442038,27168,-0.9992296530899578,0.9992719708024941,6366.466924070982,-102.72731772584534,101,-3.4297912046841175,-4.150546250093582
"R-C|n=2,t=30,filt=0|X4|S|1h",R-C,"n=2,t=30,filt=0",X4,S,1h,-3.6964529263290293,-0.1934811890369215,27774,-0.9992893810166287,0.9993130391691462,13097.541998907362,24.566174253833303,71,-3.526848953105898,-4.070157463294911
"R-C|n=2,t=30,filt=0|X4|LS|1h",R-C,"n=2,t=30,filt=0",X4,LS,1h,-5.489997194841569,-0.2873595866733244,45786,-0.9999964498305004,0.9999964768237114,7626.995347436827,-17.94377949825216,134,-5.085018203162809,-6.359270579415989
"R-C|n=2,t=30,filt=1|X1|L|1h",R-C,"n=2,t=30,filt=1",X1,L,1h,-2.4840280812061137,-0.1300199722089146,13002,-0.9216255262933974,0.9255333368200261,11152.639591491112,-233.5057923983646,10,-2.2523690901869853,-2.986540051554422
"R-C|n=2,t=30,filt=1|X1|S|1h",R-C,"n=2,t=30,filt=1",X1,S,1h,-2.70726683424101,-0.14170482258768194,13718,-0.9712852588597609,0.9714397984831307,10625.383605118337,3.61116926185397,27,-2.52464511770128,-3.0857072047909484
"R-C|n=2,t=30,filt=1|X1|LS|1h",R-C,"n=2,t=30,filt=1",X1,LS,1h,-3.7791023504233965,-0.19780725761285106,26382,-0.9977683477867472,0.9978725759529169,10024.787034510404,-71.13311540490916,43,-3.49796765580826,-4.374988328957062
"R-C|n=2,t=30,filt=1|X2|L|1h",R-C,"n=2,t=30,filt=1",X2,L,1h,-3.154694367097326,-0.16512425001993342,14192,-0.9513455685055441,0.9525542996333964,10587.487883591903,-179.3356133741936,10,-2.8296678089800262,-3.8139709699088717
"R-C|n=2,t=30,filt=1|X2|S|1h",R-C,"n=2,t=30,filt=1",X2,S,1h,-3.19782541185953,-0.1673818320834181,15064,-0.9777676256518163,0.9778035121070452,10842.072499864493,7.092817930761828,25,-3.075807572504744,-3.4294658557107423
"R-C|n=2,t=30,filt=1|X2|LS|1h",R-C,"n=2,t=30,filt=1",X2,LS,1h,-4.5878600854027765,-0.24013957221965943,28968,-0.9989327721860481,0.9989555469263921,9613.035678923748,-47.426098171208224,41,-4.289394632865509,-5.172652519922734
"R-C|n=2,t=30,filt=1|X3|L|1h",R-C,"n=2,t=30,filt=1",X3,L,1h,-1.5499919809904223,-0.08113028826733829,11238,-0.8406351818880264,0.8507748586424054,12814.585836885046,-392.25047923378474,17,-1.1607407299174883,-2.419595534462937
"R-C|n=2,t=30,filt=1|X3|S|1h",R-C,"n=2,t=30,filt=1",X3,S,1h,-1.9975059374053081,-0.10455423931539283,11676,-0.9524044443082788,0.9536724434007242,10108.348762435753,36.18652044705209,42,-1.8994749221855611,-2.205162506837458
"R-C|n=2,t=30,filt=1|X3|LS|1h",R-C,"n=2,t=30,filt=1",X3,LS,1h,-2.5981101189571043,-0.13599129897858545,22186,-0.9916803714839407,0.9922533504157088,10187.166049135376,-103.73486616459793,58,-2.339125097157768,-3.180074495429231
"R-C|n=2,t=30,filt=1|X4|L|1h",R-C,"n=2,t=30,filt=1",X4,L,1h,-2.4840280812061137,-0.1300199722089146,13002,-0.9216255262933974,0.9255333368200261,11152.639591491112,-233.5057923983646,10,-2.2523690901869853,-2.986540051554422
"R-C|n=2,t=30,filt=1|X4|S|1h",R-C,"n=2,t=30,filt=1",X4,S,1h,-2.7060120693682297,-0.14163914519251802,13718,-0.9711339226022837,0.9712892767009823,10627.800455436254,3.5602289961669222,27,-2.5243078809500497,-3.0842098557418978
"R-C|n=2,t=30,filt=1|X4|LS|1h",R-C,"n=2,t=30,filt=1",X4,LS,1h,-3.7774400045227776,-0.1977202464516507,26384,-0.9977543377370852,0.9978592202354021,10025.776392885378,-71.14794108284286,43,-3.496599315379154,-4.37435513676263
"R-C|n=7,t=5,filt=0|X1|L|1h",R-C,"n=7,t=5,filt=0",X1,L,1h,0.5433362081434363,0.028439516935173024,58,0.04080455565248964,0.02468625615934361,160.42253863692247,-0.22839668816151115,0,1.0829662480688882,-1.1161739584620025
"R-C|n=7,t=5,filt=0|X1|S|1h",R-C,"n=7,t=5,filt=0",X1,S,1h,-0.5433582739433959,-0.02844067191193002,62,-0.07962115206429354,0.08421918869396372,162.58072766715097,6.951460401953256,1,-0.28220331176707714,-0.8713734275447542
"R-C|n=7,t=5,filt=0|X1|LS|1h",R-C,"n=7,t=5,filt=0",X1,LS,1h,-0.2409554248861747,-0.012612183366331317,120,-0.04206550214232796,0.10682638838767644,327.4664180757343,7.058452592521943,1,0.4197587615292963,-1.1204242477858455
"R-C|n=7,t=5,filt=0|X2|L|1h",R-C,"n=7,t=5,filt=0",X2,L,1h,0.3381639047003111,0.017700307747666004,58,0.05056602501460361,0.05629141047482422,162.03087911663752,-1.9296409333094389,1,0.5835169219668817,-0.24077416633449103
"R-C|n=7,t=5,filt=0|X2|S|1h",R-C,"n=7,t=5,filt=0",X2,S,1h,-0.9808636775006159,-0.05134075136036347,60,-0.24109543090561925,0.2554773081270769,150.45039996833222,23.190624570482942,2,-0.7338451727494176,-1.3411699108503832
"R-C|n=7,t=5,filt=0|X2|LS|1h",R-C,"n=7,t=5,filt=0",X2,LS,1h,-0.689765071783331,-0.03610395395385515,118,-0.2027206434810963,0.2440360789032734,311.0657976756451,22.16202837646371,3,-0.1307289801391105,-1.350005508886972
"R-C|n=7,t=5,filt=0|X3|L|1h",R-C,"n=7,t=5,filt=0",X3,L,1h,-0.18901553829645656,-0.009893525448563206,28,-0.5758939359903463,0.7398723251519486,40.224440336699885,-741.6991110450691,69,-0.0614625653765028,-0.41006850537247136
"R-C|n=7,t=5,filt=0|X3|S|1h",R-C,"n=7,t=5,filt=0",X3,S,1h,-0.5541192702334128,-0.029003928200839958,16,-2.825425264461014,2.7623573799599943,74.62499505913397,4377.1397342352375,53,-0.6849413501493152,0.0
"R-C|n=7,t=5,filt=0|X3|LS|1h",R-C,"n=7,t=5,filt=0",X3,LS,1h,0.41510599369456747,0.021727640751031903,50,-0.868033053930849,1.0191848590539683,48.99497235995537,315.7569733150408,136,0.5261806907210825,-0.7776137204332983
"R-C|n=7,t=5,filt=0|X4|L|1h",R-C,"n=7,t=5,filt=0",X4,L,1h,0.5433362081434363,0.028439516935173024,58,0.04080455565248964,0.02468625615934361,160.42253863692247,-0.22839668816151115,0,1.0829662480688882,-1.1161739584620025
"R-C|n=7,t=5,filt=0|X4|S|1h",R-C,"n=7,t=5,filt=0",X4,S,1h,-0.5433582739433959,-0.02844067191193002,62,-0.07962115206429354,0.08421918869396372,162.58072766715097,6.951460401953256,1,-0.28220331176707714,-0.8713734275447542
"R-C|n=7,t=5,filt=0|X4|LS|1h",R-C,"n=7,t=5,filt=0",X4,LS,1h,-0.2409554248861747,-0.012612183366331317,120,-0.04206550214232796,0.10682638838767644,327.4664180757343,7.058452592521943,1,0.4197587615292963,-1.1204242477858455
"R-C|n=7,t=5,filt=1|X1|L|1h",R-C,"n=7,t=5,filt=1",X1,L,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X1|S|1h",R-C,"n=7,t=5,filt=1",X1,S,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X1|LS|1h",R-C,"n=7,t=5,filt=1",X1,LS,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X2|L|1h",R-C,"n=7,t=5,filt=1",X2,L,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X2|S|1h",R-C,"n=7,t=5,filt=1",X2,S,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X2|LS|1h",R-C,"n=7,t=5,filt=1",X2,LS,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X3|L|1h",R-C,"n=7,t=5,filt=1",X3,L,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X3|S|1h",R-C,"n=7,t=5,filt=1",X3,S,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X3|LS|1h",R-C,"n=7,t=5,filt=1",X3,LS,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X4|L|1h",R-C,"n=7,t=5,filt=1",X4,L,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X4|S|1h",R-C,"n=7,t=5,filt=1",X4,S,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=5,filt=1|X4|LS|1h",R-C,"n=7,t=5,filt=1",X4,LS,1h,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
"R-C|n=7,t=10,filt=0|X1|L|1h",R-C,"n=7,t=10,filt=0",X1,L,1h,-0.29033166700212326,-0.015196653999440706,416,-0.0875276051359517,0.22983427798315237,1121.5478781511147,10.98903461395261,1,0.31739090675931,-1.2873322033741736
"R-C|n=7,t=10,filt=0|X1|S|1h",R-C,"n=7,t=10,filt=0",X1,S,1h,-1.0764734898727786,-0.056345197663358645,442,-0.2749408111418159,0.2976504414714809,1025.3506961900196,16.089425239443212,2,-1.0445843355087587,-1.1435997924528296
"R-C|n=7,t=10,filt=0|X1|LS|1h",R-C,"n=7,t=10,filt=0",X1,LS,1h,-0.9710426562258435,-0.050826695612415144,858,-0.3384035055243876,0.4160400831903369,2060.2617831838957,22.7782075146713,3,-0.49822436260510466,-1.7171124231980142
"R-C|n=7,t=10,filt=0|X2|L|1h",R-C,"n=7,t=10,filt=0",X2,L,1h,-0.7543416717470888,-0.03948404767991206,378,-0.3000314219374012,0.3372182982765517,880.492439789915,44.348579447771804,9,-0.37276724879792766,-1.5669510334393724
"R-C|n=7,t=10,filt=0|X2|S|1h",R-C,"n=7,t=10,filt=0",X2,S,1h,-1.061033491481185,-0.0555370312110672,408,-0.38977889128309884,0.43054299233503757,943.8669011959822,49.90115879124528,5,-0.7074890595392866,-1.5502807993600258
"R-C|n=7,t=10,filt=0|X2|LS|1h",R-C,"n=7,t=10,filt=0",X2,LS,1h,-1.284919247090524,-0.06725574725237861,786,-0.5728643982276493,0.6024566373916574,1618.8543975374448,79.220421494631,14,-0.7318706310819673,-2.18150044491864
"R-C|n=7,t=10,filt=0|X3|L|1h",R-C,"n=7,t=10,filt=0",X3,L,1h,-0.42079495993952737,-0.022025414853773927,192,-0.6956858185126739,0.7800442053898169,226.14459161339875,-302.87205958669466,64,-0.32788078656704567,-0.591335754093111
"R-C|n=7,t=10,filt=0|X3|S|1h",R-C,"n=7,t=10,filt=0",X3,S,1h,-0.47819377458620355,-0.025029806125213112,94,-1.4452041602357615,1.523287153699885,273.3447706820619,1804.892107704305,104,-0.5910570740367627,0.0
"R-C|n=7,t=10,filt=0|X3|LS|1h",R-C,"n=7,t=10,filt=0",X3,LS,1h,-0.9427482144767605,-0.04934569684363461,310,-0.9978578327160379,1.1232661387751897,222.5938754331046,661.6732084968804,190,-0.9887887769489205,-0.9540444354862716
"R-C|n=7,t=10,filt=0|X4|L|1h",R-C,"n=7,t=10,filt=0",X4,L,1h,-0.29033166700212326,-0.015196653999440706,416,-0.0875276051359517,0.22983427798315237,1121.5478781511147,10.98903461395261,1,0.31739090675931,-1.2873322033741736
"R-C|n=7,t=10,filt=0|X4|S|1h",R-C,"n=7,t=10,filt=0",X4,S,1h,-1.0764734898727786,-0.056345197663358645,442,-0.2749408111418159,0.2976504414714809,1025.3506961900196,16.089425239443212,2,-1.0445843355087587,-1.1435997924528296
"R-C|n=7,t=10,filt=0|X4|LS|1h",R-C,"n=7,t=10,filt=0",X4,LS,1h,-0.9710426562258435,-0.050826695612415144,858,-0.3384035055243876,0.4160400831903369,2060.2617831838957,22.7782075146713,3,-0.49822436260510466,-1.7171124231980142
"R-C|n=7,t=10,filt=1|X1|L|1h",R-C,"n=7,t=10,filt=1",X1,L,1h,-0.2285197441558186,-0.011961270087535064,24,-0.007242842949836459,0.01958078840264954,64.09957948146507,-1.4611193272881393,0,-0.24650024273283927,-0.23323199298962505
"R-C|n=7,t=10,filt=1|X1|S|1h",R-C,"n=7,t=10,filt=1",X1,S,1h,-0.08960088963105559,-0.004689924911825992,22,-0.0040601621956302125,0.02201960051965457,58.21571828226377,0.761629586911721,0,-0.27025343947030633,0.4828558127536811
"R-C|n=7,t=10,filt=1|X1|LS|1h",R-C,"n=7,t=10,filt=1",X1,LS,1h,-0.2067436464514508,-0.01082145703962227,46,-0.011273598028333831,0.041169227783818374,121.96379250121905,-0.6955340946653803,0,-0.36437959719120383,0.33219212539735543
"R-C|n=7,t=10,filt=1|X2|L|1h",R-C,"n=7,t=10,filt=1",X2,L,1h,0.03485048875802478,0.0018241579529911477,24,0.0011193196603627165,0.018952017100839935,64.5376310038623,-4.375695875505845,0,0.29633996756788517,-0.6767744688146584
"R-C|n=7,t=10,filt=1|X2|S|1h",R-C,"n=7,t=10,filt=1",X2,S,1h,-0.315647480147536,-0.016521744221453992,22,-0.028310035502911668,0.05208981558521364,58.67063410684509,4.350566875797968,0,-0.06931675778198056,-0.6985966282831974
"R-C|n=7,t=10,filt=1|X2|LS|1h",R-C,"n=7,t=10,filt=1",X2,LS,1h,-0.27915264983796195,-0.014611517497963843,46,-0.02722240382187302,0.06591872453894154,123.48294617783982,-0.013054994429378297,0,0.06770551754125108,-0.8534398079131812
"R-C|n=7,t=10,filt=1|X3|L|1h",R-C,"n=7,t=10,filt=1",X3,L,1h,0.3725501756055623,0.019500167427713638,24,0.18853196316829934,0.22237934111495805,70.60041369247597,89.49618271416547,2,0.470593406046717,0.04662712041573825
"R-C|n=7,t=10,filt=1|X3|S|1h",R-C,"n=7,t=10,filt=1",X3,S,1h,-0.2475749216720129,-0.01295866366365299,22,-0.13500119441109404,0.24282644510432705,57.63910747379272,259.189225126511,1,-0.12599356240982715,-0.436303908817679
"R-C|n=7,t=10,filt=1|X3|LS|1h",R-C,"n=7,t=10,filt=1",X3,LS,1h,0.10225715187676343,0.005352383954823875,44,0.019888456021764256,0.2436393425564819,127.5303620359063,395.2978182335011,3,0.3150688475415386,-0.37074943941138283
"R-C|n=7,t=10,filt=1|X4|L|1h",R-C,"n=7,t=10,filt=1",X4,L,1h,-0.2285197441558186,-0.011961270087535064,24,-0.007242842949836459,0.01958078840264954,64.09957948146507,-1.4611193272881393,0,-0.24650024273283927,-0.23323199298962505
"R-C|n=7,t=10,filt=1|X4|S|1h",R-C,"n=7,t=10,filt=1",X4,S,1h,-0.08960088963105559,-0.004689924911825992,22,-0.0040601621956302125,0.02201960051965457,58.21571828226377,0.761629586911721,0,-0.27025343947030633,0.4828558127536811
